"NYSE_XOM","http://en.wikipedia.org/wiki/Exxon_Mobil_Corp.","ExxonMobil",81,7703027
"NASDAQ_FFIV","http://en.wikipedia.org/wiki/F5_Networks","F5 Networks",3,56390
"NASDAQ_FB","http://en.wikipedia.org/wiki/Facebook","Facebook",8,1471747
"NASDAQ_FAST","http://en.wikipedia.org/wiki/Fastenal_Co","Fastenal",0,0
"NYSE_FDX","http://en.wikipedia.org/wiki/FedEx_Corporation","FedEx",1,30567
"NYSE_FIS","http://en.wikipedia.org/wiki/Fidelity_National_Information_Services","FIS (company)",4,27071
"NASDAQ_FITB","http://en.wikipedia.org/wiki/Fifth_Third_Bancorp","Fifth Third Bank",1,15809
"NASDAQ_FSLR","http://en.wikipedia.org/wiki/First_Solar_Inc","First Solar",0,0
"NYSE_FE","http://en.wikipedia.org/wiki/FirstEnergy_Corp","FirstEnergy",1,22125
"NASDAQ_FISV","http://en.wikipedia.org/wiki/Fiserv_Inc","Fiserv",0,0
"NASDAQ_FLIR","http://en.wikipedia.org/wiki/FLIR_Systems","FLIR Systems",1,14176
"NYSE_FLS","http://en.wikipedia.org/wiki/Flowserve_Corporation","Flowserve",3,36705
"NYSE_FLR","http://en.wikipedia.org/wiki/Fluor_Corp.","Fluor Corporation",0,0
"NYSE_FMC","http://en.wikipedia.org/wiki/FMC_Corporation","FMC Corporation",3,43532
"NYSE_FTI","http://en.wikipedia.org/wiki/FMC_Technologies_Inc.","FMC Technologies",0,0
"NYSE_F","http://en.wikipedia.org/wiki/Ford_Motor","Ford Motor Company",14,1681305
"NASDAQ_FOSL","http://en.wikipedia.org/wiki/Fossil","Fossil",8,557099
"NYSE_BEN","http://en.wikipedia.org/wiki/Franklin_Resources","Franklin Templeton Investments",1,13120
"NYSE_FCX","http://en.wikipedia.org/wiki/Freeport-McMoran_Cp_&_Gld","Freeport-McMoRan",1,21388
"NASDAQ_FTR","http://en.wikipedia.org/wiki/Frontier_Communications","Frontier Communications",2,47045
"NYSE_GME","http://en.wikipedia.org/wiki/GameStop_Corp.","GameStop",13,338269
"NYSE_GPS","http://en.wikipedia.org/wiki/Gap_(The)","Gap Inc.",11,392074
"NASDAQ_GRMN","http://en.wikipedia.org/wiki/Garmin_Ltd.","Garmin",3,94465
"NYSE_GD","http://en.wikipedia.org/wiki/General_Dynamics","General Dynamics",3,103551
"NYSE_GE","http://en.wikipedia.org/wiki/General_Electric","General Electric",18,1214447
"NYSE_GGP","http://en.wikipedia.org/wiki/General_Growth_Properties_Inc.","General Growth Properties",1,12554
"NYSE_GIS","http://en.wikipedia.org/wiki/General_Mills","General Mills",4,140009
"NYSE_GM","http://en.wikipedia.org/wiki/General_Motors","General Motors",20,2175584
"NYSE_GPC","http://en.wikipedia.org/wiki/Genuine_Parts","Genuine Parts Company",2,13187
"NASDAQ_GILD","http://en.wikipedia.org/wiki/Gilead_Sciences","Gilead Sciences",10,401505
"NYSE_GS","http://en.wikipedia.org/wiki/Goldman_Sachs_Group","Goldman Sachs",5,877676
"NASDAQ_GT","http://en.wikipedia.org/wiki/Goodyear_Tire_&_Rubber","Goodyear Tire and Rubber Company",3,111032
"NYSE_GWW","http://en.wikipedia.org/wiki/Grainger_(W.W.)_Inc.","W. W. Grainger",1,14680
"NYSE_HAL","http://en.wikipedia.org/wiki/Halliburton_Co.","Halliburton",10,557169
"NYSE_HBI","http://en.wikipedia.org/wiki/Hanesbrands_Inc","Hanesbrands",0,0
"NYSE_HOG","http://en.wikipedia.org/wiki/Harley-Davidson","Harley-Davidson",9,956077
"NYSE_HAR","http://en.wikipedia.org/wiki/Harman_Int'l_Industries","Harman International Industries",7,60604
"NYSE_HRS","http://en.wikipedia.org/wiki/Harris_Corporation","Harris Corporation",2,63988
"NYSE_HIG","http://en.wikipedia.org/wiki/Hartford_Financial_Svc.Gp.","The Hartford",2,12896
"NASDAQ_HAS","http://en.wikipedia.org/wiki/Hasbro_Inc.","Hasbro",3,100814
"NYSE_HCA","http://en.wikipedia.org/wiki/HCA_Holdings","Hospital Corporation of America",4,54566
"NYSE_HCP","http://en.wikipedia.org/wiki/HCP_Inc.","HCP, Inc.",1,2061
"NYSE_HP","http://en.wikipedia.org/wiki/Helmerich_&_Payne","Helmerich & Payne",0,0
"NYSE_HES","http://en.wikipedia.org/wiki/Hess_Corporation","Hess Corporation",14,388506
"NYSE_HPE","http://en.wikipedia.org/wiki/Hewlett_Packard_Enterprise","Hewlett Packard Enterprise",11,25457
"NYSE_HD","http://en.wikipedia.org/wiki/Home_Depot","The Home Depot",10,507270
"NYSE_HON","http://en.wikipedia.org/wiki/Honeywell_Int'l_Inc.","Honeywell",16,799955
"NYSE_HRL","http://en.wikipedia.org/wiki/Hormel_Foods_Corp.","Hormel",1,49214
"NYSE_HST","http://en.wikipedia.org/wiki/Host_Hotels_&_Resorts","Host Hotels & Resorts",0,0
"NYSE_HPQ","http://en.wikipedia.org/wiki/HP_Inc.","HP Inc.",0,0
"NYSE_HUM","http://en.wikipedia.org/wiki/Humana_Inc.","Humana",2,37498
"NASDAQ_HBAN","http://en.wikipedia.org/wiki/Huntington_Bancshares","Huntington Bancshares",1,14625
"NYSE_ITW","http://en.wikipedia.org/wiki/Illinois_Tool_Works","Illinois Tool Works",3,52213
"NASDAQ_ILMN","http://en.wikipedia.org/wiki/Illumina_(company)","Illumina (company)",5,58085
"NYSE_IR","http://en.wikipedia.org/wiki/Ingersoll-Rand_PLC","Ingersoll Rand",0,0
"NASDAQ_INTC","http://en.wikipedia.org/wiki/Intel_Corp.","Intel",21,3209204
"NYSE_ICE","http://en.wikipedia.org/wiki/Intercontinental_Exchange","Intercontinental Exchange",10,209258
"NYSE_IBM","http://en.wikipedia.org/wiki/International_Bus._Machines","IBM",28,1987680
