"NYSE_CMI","http://en.wikipedia.org/wiki/Cummins_Inc.","Cummins","2","56617000.0",
"NYSE_CVS","http://en.wikipedia.org/wiki/CVS_Caremark_Corp.","CVS Health","12","129424770.0",
"NYSE_DHI","http://en.wikipedia.org/wiki/D._R._Horton","D. R. Horton","0","129071480.0",
"NYSE_DHR","http://en.wikipedia.org/wiki/Danaher_Corp.","Danaher Corporation","6","72522939.0",
"NYSE_DRI","http://en.wikipedia.org/wiki/Darden_Restaurants","Darden Restaurants","9","37671018.0",
"NYSE_DVA","http://en.wikipedia.org/wiki/DaVita_Inc.","DaVita","0","19883376.0",
"NYSE_DE","http://en.wikipedia.org/wiki/Deere_&_Co.","John Deere","24","82851759.0",
"NYSE_DLPH","http://en.wikipedia.org/wiki/Delphi_Automotive","Delphi Automotive","0","48945739.0",
"NYSE_DAL","http://en.wikipedia.org/wiki/Delta_Air_Lines","Delta Air Lines","39","212336724.0",
"NASDAQ_XRAY","http://en.wikipedia.org/wiki/Dentsply_International","Dentsply","0","36162723.0",
"NYSE_DVN","http://en.wikipedia.org/wiki/Devon_Energy_Corp.","Devon Energy","1","111574213.0",
"NYSE_DO","http://en.wikipedia.org/wiki/Diamond_Offshore_Drilling","Diamond Offshore Drilling","0","63246153.0",
"NYSE_DFS","http://en.wikipedia.org/wiki/Discover_Financial","Discover Financial","2","75573989.0",
"NASDAQ_DISCA","http://en.wikipedia.org/wiki/Discovery_Communications-A","Discovery Communications","11","63155680.0",
"NASDAQ_DISCK","http://en.wikipedia.org/wiki/Discovery_Communications-C","Discovery Communications","11","26973699.0",
"NYSE_DG","http://en.wikipedia.org/wiki/Dollar_General","Dollar General","3","99609949.0",
"NASDAQ_DLTR","http://en.wikipedia.org/wiki/Dollar_Tree","Dollar Tree","0","76972337.0",
"NYSE_D","http://en.wikipedia.org/wiki/Dominion_Resources","Dominion Resources","1","51248579.0",
"NYSE_DOV","http://en.wikipedia.org/wiki/Dover_Corp.","Dover Corporation","1","43800240.0",
"NYSE_DOW","http://en.wikipedia.org/wiki/Dow_Chemical","Dow Chemical Company","7","348873849.0",
"NYSE_DPS","http://en.wikipedia.org/wiki/Dr_Pepper_Snapple_Group","Dr Pepper Snapple Group","0","27998850.0",
"NYSE_DTE","http://en.wikipedia.org/wiki/DTE_Energy_Co.","DTE Energy","0","19296077.0",
"NYSE_DD","http://en.wikipedia.org/wiki/Du_Pont_(E.I.)","DuPont","7","167683207.0",
"NYSE_DUK","http://en.wikipedia.org/wiki/Duke_Energy","Duke Energy","1","65334715.0",
"NYSE_DNB","http://en.wikipedia.org/wiki/Dun_&_Bradstreet","Dun & Bradstreet","4","3496724.0",
"NASDAQ_ETFC","http://en.wikipedia.org/wiki/E*Trade","E-Trade","4","65885092.0",
"NYSE_EMN","http://en.wikipedia.org/wiki/Eastman_Chemical","Eastman Chemical Company","0","29943997.0",
"NYSE_ETN","http://en.wikipedia.org/wiki/Eaton_Corporation","Eaton Corporation","4","91897000.0",
"NASDAQ_EBAY","http://en.wikipedia.org/wiki/eBay_Inc.","eBay","29","351501266.0",
"NYSE_ECL","http://en.wikipedia.org/wiki/Ecolab_Inc.","Ecolab","0","32331984.0",
"NYSE_EIX","http://en.wikipedia.org/wiki/Edison_Int'l","Edison International","0","49061709.0",
"NYSE_EW","http://en.wikipedia.org/wiki/Edwards_Lifesciences","Edwards Lifesciences","1","35231184.0",
"NASDAQ_EA","http://en.wikipedia.org/wiki/Electronic_Arts","Electronic Arts","46","75147704.0",
"NYSE_EMC","http://en.wikipedia.org/wiki/EMC_Corp.","EMC Corporation","58","691727940.0",
"NYSE_EMR","http://en.wikipedia.org/wiki/Emerson_Electric_Company","Emerson Electric","0","99444896.0",
"NASDAQ_ENDP","http://en.wikipedia.org/wiki/Endo_International","Endo International","0","136459906.0",
"NYSE_ESV","http://en.wikipedia.org/wiki/Ensco_plc","Ensco plc","0","152852440.0",
"NYSE_ETR","http://en.wikipedia.org/wiki/Entergy_Corp.","Entergy","1","27033768.0",
"NYSE_EOG","http://en.wikipedia.org/wiki/EOG_Resources","EOG Resources","0","101967354.0",
"NYSE_EQT","http://en.wikipedia.org/wiki/EQT_Corporation","EQT","0","43222039.0",
"NYSE_EFX","http://en.wikipedia.org/wiki/Equifax_Inc.","Equifax","1","15883610.0",
"NASDAQ_EQIX","http://en.wikipedia.org/wiki/Equinix","Equinix","1","NaN",
"NYSE_EQR","http://en.wikipedia.org/wiki/Equity_Residential","Equity Residential","0","36496173.0",
"NYSE_ES","http://en.wikipedia.org/wiki/Eversource_Energy","Eversource Energy","0","NaN",
"NYSE_EXC","http://en.wikipedia.org/wiki/Exelon_Corp.","Exelon","10","179589729.0",
"NASDAQ_EXPE","http://en.wikipedia.org/wiki/Expedia_Inc.","Expedia, Inc.","6","49511837.0",
"NASDAQ_EXPD","http://en.wikipedia.org/wiki/Expeditors_Int'l","Expeditors International","3","33453019.0",
"NASDAQ_ESRX","http://en.wikipedia.org/wiki/Express_Scripts","Express Scripts","5","90716814.0",
"NYSE_XOM","http://en.wikipedia.org/wiki/Exxon_Mobil_Corp.","ExxonMobil","81","318126106.0",
"NASDAQ_FFIV","http://en.wikipedia.org/wiki/F5_Networks","F5 Networks","3","28141106.0",
"NASDAQ_FB","http://en.wikipedia.org/wiki/Facebook","Facebook","8","571991600.0",
"NASDAQ_FAST","http://en.wikipedia.org/wiki/Fastenal_Co","Fastenal","0","71208632.0",
"NYSE_FDX","http://en.wikipedia.org/wiki/FedEx_Corporation","FedEx","1","35712164.0",
"NYSE_FIS","http://en.wikipedia.org/wiki/Fidelity_National_Information_Services","FIS (company)","4","25879016.0",
"NASDAQ_FITB","http://en.wikipedia.org/wiki/Fifth_Third_Bancorp","Fifth Third Bank","1","185011892.0",
"NASDAQ_FSLR","http://en.wikipedia.org/wiki/First_Solar_Inc","First Solar","0","40099618.0",
"NYSE_FE","http://en.wikipedia.org/wiki/FirstEnergy_Corp","FirstEnergy","1","77541525.0",
"NASDAQ_FISV","http://en.wikipedia.org/wiki/Fiserv_Inc","Fiserv","0","25731584.0",
"NASDAQ_FLIR","http://en.wikipedia.org/wiki/FLIR_Systems","FLIR Systems","1","25518741.0",
"NYSE_FLS","http://en.wikipedia.org/wiki/Flowserve_Corporation","Flowserve","3","48888290.0",
"NYSE_FLR","http://en.wikipedia.org/wiki/Fluor_Corp.","Fluor Corporation","0","35418227.0",
"NYSE_FMC","http://en.wikipedia.org/wiki/FMC_Corporation","FMC Corporation","3","49475209.0",
"NYSE_FTI","http://en.wikipedia.org/wiki/FMC_Technologies_Inc.","FMC Technologies","0","88203587.0",
"NYSE_F","http://en.wikipedia.org/wiki/Ford_Motor","Ford Motor Company","14","669106241.0",
"NASDAQ_FOSL","http://en.wikipedia.org/wiki/Fossil","Fossil","8","20459103.0",
"NYSE_BEN","http://en.wikipedia.org/wiki/Franklin_Resources","Franklin Templeton Investments","1","95232816.0",
"NYSE_FCX","http://en.wikipedia.org/wiki/Freeport-McMoran_Cp_&_Gld","Freeport-McMoRan","1","752896158.0",
"NASDAQ_FTR","http://en.wikipedia.org/wiki/Frontier_Communications","Frontier Communications","2","308058849.0",
"NYSE_GME","http://en.wikipedia.org/wiki/GameStop_Corp.","GameStop","13","27509255.0",
"NYSE_GPS","http://en.wikipedia.org/wiki/Gap_(The)","Gap Inc.","11","123631302.0",
"NASDAQ_GRMN","http://en.wikipedia.org/wiki/Garmin_Ltd.","Garmin","3","33901337.0",
"NYSE_GD","http://en.wikipedia.org/wiki/General_Dynamics","General Dynamics","3","28191862.0",
"NYSE_GE","http://en.wikipedia.org/wiki/General_Electric","General Electric","18","1481461763.0",
"NYSE_GGP","http://en.wikipedia.org/wiki/General_Growth_Properties_Inc.","General Growth Properties","1","91856960.0",
"NYSE_GIS","http://en.wikipedia.org/wiki/General_Mills","General Mills","4","65560778.0",
"NYSE_GM","http://en.wikipedia.org/wiki/General_Motors","General Motors","20","324329887.0",
"NYSE_GPC","http://en.wikipedia.org/wiki/Genuine_Parts","Genuine Parts Company","2","21293297.0",
"NASDAQ_GILD","http://en.wikipedia.org/wiki/Gilead_Sciences","Gilead Sciences","10","273467673.0",
"NYSE_GS","http://en.wikipedia.org/wiki/Goldman_Sachs_Group","Goldman Sachs","5","68721234.0",
"NASDAQ_GT","http://en.wikipedia.org/wiki/Goodyear_Tire_&_Rubber","Goodyear Tire and Rubber Company","3","71139691.0",
"NYSE_GWW","http://en.wikipedia.org/wiki/Grainger_(W.W.)_Inc.","W. W. Grainger","1","22267624.0",
"NYSE_HAL","http://en.wikipedia.org/wiki/Halliburton_Co.","Halliburton","10","266270655.0",
"NYSE_HBI","http://en.wikipedia.org/wiki/Hanesbrands_Inc","Hanesbrands","0","104647151.0",
"NYSE_HOG","http://en.wikipedia.org/wiki/Harley-Davidson","Harley-Davidson","9","118107731.0",
"NYSE_HAR","http://en.wikipedia.org/wiki/Harman_Int'l_Industries","Harman International Industries","7","18076599.0",
"NYSE_HRS","http://en.wikipedia.org/wiki/Harris_Corporation","Harris Corporation","2","18559092.0",
"NYSE_HIG","http://en.wikipedia.org/wiki/Hartford_Financial_Svc.Gp.","The Hartford","2","70666070.0",
"NASDAQ_HAS","http://en.wikipedia.org/wiki/Hasbro_Inc.","Hasbro","3","34479029.0",
"NYSE_HCA","http://en.wikipedia.org/wiki/HCA_Holdings","Hospital Corporation of America","4","122303820.0",
"NYSE_HCP","http://en.wikipedia.org/wiki/HCP_Inc.","HCP, Inc.","1","62467937.0",
"NYSE_HP","http://en.wikipedia.org/wiki/Helmerich_&_Payne","Helmerich & Payne","0","55984772.0",
"NYSE_HES","http://en.wikipedia.org/wiki/Hess_Corporation","Hess Corporation","14","73861849.0",
"NYSE_HPE","http://en.wikipedia.org/wiki/Hewlett_Packard_Enterprise","Hewlett Packard Enterprise","11","DatasetNotFound",
"NYSE_HD","http://en.wikipedia.org/wiki/Home_Depot","The Home Depot","10","97311464.0",
"NYSE_HON","http://en.wikipedia.org/wiki/Honeywell_Int'l_Inc.","Honeywell","16","86148260.0",
"NYSE_HRL","http://en.wikipedia.org/wiki/Hormel_Foods_Corp.","Hormel","1","24639953.0",
"NYSE_HST","http://en.wikipedia.org/wiki/Host_Hotels_&_Resorts","Host Hotels & Resorts","0","246177169.0",
"NYSE_HPQ","http://en.wikipedia.org/wiki/HP_Inc.","HP Inc.","0","283108454.0",
"NYSE_HUM","http://en.wikipedia.org/wiki/Humana_Inc.","Humana","2","28710866.0",
"NASDAQ_HBAN","http://en.wikipedia.org/wiki/Huntington_Bancshares","Huntington Bancshares","1","196753734.0",
"NYSE_ITW","http://en.wikipedia.org/wiki/Illinois_Tool_Works","Illinois Tool Works","3","37694802.0",
"NASDAQ_ILMN","http://en.wikipedia.org/wiki/Illumina_(company)","Illumina (company)","5","61984012.0",
"NYSE_IR","http://en.wikipedia.org/wiki/Ingersoll-Rand_PLC","Ingersoll Rand","0","66472212.0",
"NASDAQ_INTC","http://en.wikipedia.org/wiki/Intel_Corp.","Intel","21","704005341.0",
"NYSE_ICE","http://en.wikipedia.org/wiki/Intercontinental_Exchange","Intercontinental Exchange","10","15568434.0",
"NYSE_IBM","http://en.wikipedia.org/wiki/International_Bus._Machines","IBM","28","120629541.0",
"NYSE_IP","http://en.wikipedia.org/wiki/International_Paper","International Paper","0","73790800.0",
"NYSE_IPG","http://en.wikipedia.org/wiki/Interpublic_Group","Interpublic Group of Companies","1","91587440.0",
"NYSE_IFF","http://en.wikipedia.org/wiki/Intl_Flavors_&_Fragrances","International Flavors & Fragrances","2","8356151.0",
"NASDAQ_INTU","http://en.wikipedia.org/wiki/Intuit_Inc.","Intuit","0","34664160.0",
"NASDAQ_ISRG","http://en.wikipedia.org/wiki/Intuitive_Surgical_Inc.","Intuitive Surgical","1","9010829.0",
"NYSE_IVZ","http://en.wikipedia.org/wiki/Invesco_Ltd.","Invesco","0","80620069.0",
"NYSE_IRM","http://en.wikipedia.org/wiki/Iron_Mountain_Incorporated","Iron Mountain Incorporated","1","NaN",
"NYSE_JEC","http://en.wikipedia.org/wiki/Jacobs_Engineering_Group","Jacobs Engineering Group","0","26915262.0",
"NASDAQ_JBHT","http://en.wikipedia.org/wiki/J._B._Hunt_Transport_Services","J. B. Hunt","1","22566262.0",
"NYSE_JNJ","http://en.wikipedia.org/wiki/Johnson_&_Johnson","Johnson & Johnson","17","191793474.0",
"NYSE_JCI","http://en.wikipedia.org/wiki/Johnson_Controls","Johnson Controls","4","69900602.0",
"NYSE_JPM","http://en.wikipedia.org/wiki/JPMorgan_Chase_&_Co.","JPMorgan Chase","4","332541600.0",
"NYSE_JNPR","http://en.wikipedia.org/wiki/Juniper_Networks","Juniper Networks","2","142171815.0",
"NYSE_KSU","http://en.wikipedia.org/wiki/Kansas_City_Southern","Kansas City Southern (company)","0","47629837.0",
"NYSE_K","http://en.wikipedia.org/wiki/Kellogg_Co.","Kellogg's","12","37716036.0",
"NYSE_KEY","http://en.wikipedia.org/wiki/KeyCorp","KeyBank","0","324618394.0",
"NASDAQ_GMCR","http://en.wikipedia.org/wiki/Keurig_Green_Mountain","Keurig Green Mountain","7","50688656.0",
"NYSE_KMB","http://en.wikipedia.org/wiki/Kimberly-Clark","Kimberly-Clark","0","36901866.0",
"NYSE_KIM","http://en.wikipedia.org/wiki/Kimco_Realty","Kimco Realty","1","73144012.0",
"NYSE_KMI","http://en.wikipedia.org/wiki/Kinder_Morgan","Kinder Morgan","0","384097971.0",
"NASDAQ_KLAC","http://en.wikipedia.org/wiki/KLA-Tencor_Corp.","KLA-Tencor","4","82680746.0",
"NYSE_KSS","http://en.wikipedia.org/wiki/Kohl's_Corp.","Kohl's","0","67346362.0",
